Jurisdiction,iso_3166_2,YearDur,Year,Fuel,Unit,Quantity
WA,AU-WA,2015-16,2015,Large-scale solar PV,GWh,28.349
WA,AU-WA,2015-16,2015,Natural gas,GWh,21899.573
WA,AU-WA,2015-16,2015,Oil products,GWh,3347.388
WA,AU-WA,2015-16,2015,Other,GWh,
WA,AU-WA,2015-16,2015,Small-scale solar PV,GWh,760.766
WA,AU-WA,2015-16,2015,Total,GWh,38736.8
WA,AU-WA,2015-16,2015,Total non-renewable,GWh,36159.649
WA,AU-WA,2015-16,2015,Total renewable,GWh,2577.151
WA,AU-WA,2015-16,2015,Wind,GWh,1476.458
WA,AU-WA,2016-17,2016,"Bagasse, wood",GWh,
WA,AU-WA,2016-17,2016,Biogas,GWh,183.218
WA,AU-WA,2016-17,2016,Black coal,GWh,11226.156
WA,AU-WA,2016-17,2016,Brown coal,GWh,
WA,AU-WA,2016-17,2016,Geothermal,GWh,
WA,AU-WA,2016-17,2016,Hydro,GWh,212.622
WA,AU-WA,2016-17,2016,Large-scale solar PV,GWh,34.261
WA,AU-WA,2016-17,2016,Natural gas,GWh,22941.403
WA,AU-WA,2016-17,2016,Oil products,GWh,2883.482
WA,AU-WA,2016-17,2016,Other,GWh,
WA,AU-WA,2016-17,2016,Small-scale solar PV,GWh,941.132
WA,AU-WA,2016-17,2016,Total,GWh,40038.952
WA,AU-WA,2016-17,2016,Total non-renewable,GWh,37051.041
WA,AU-WA,2016-17,2016,Total renewable,GWh,2987.911
WA,AU-WA,2016-17,2016,Wind,GWh,1616.678
WA,AU-WA,2017-18,2017,"Bagasse, wood",GWh,
WA,AU-WA,2017-18,2017,Biogas,GWh,141.107
WA,AU-WA,2017-18,2017,Black coal,GWh,11031.872
WA,AU-WA,2017-18,2017,Brown coal,GWh,
WA,AU-WA,2017-18,2017,Geothermal,GWh,
WA,AU-WA,2017-18,2017,Hydro,GWh,220.787
WA,AU-WA,2017-18,2017,Large-scale solar PV,GWh,45.608
WA,AU-WA,2017-18,2017,Natural gas,GWh,24789.093
WA,AU-WA,2017-18,2017,Oil products,GWh,2166.514
WA,AU-WA,2017-18,2017,Other,GWh,
WA,AU-WA,2017-18,2017,Small-scale solar PV,GWh,1196.428
WA,AU-WA,2017-18,2017,Total,GWh,41178.395
WA,AU-WA,2017-18,2017,Total non-renewable,GWh,37987.48
WA,AU-WA,2017-18,2017,Total renewable,GWh,3190.915
WA,AU-WA,2017-18,2017,Wind,GWh,1586.985
WA,AU-WA,2018-19,2018,"Bagasse, wood",GWh,
WA,AU-WA,2018-19,2018,Biogas,GWh,131.335
WA,AU-WA,2018-19,2018,Black coal,GWh,9953.96
WA,AU-WA,2018-19,2018,Brown coal,GWh,
WA,AU-WA,2018-19,2018,Geothermal,GWh,
WA,AU-WA,2018-19,2018,Hydro,GWh,217.009
WA,AU-WA,2018-19,2018,Large-scale solar PV,GWh,74.523
WA,AU-WA,2018-19,2018,Natural gas,GWh,25778.314
WA,AU-WA,2018-19,2018,Oil products,GWh,2417.855
WA,AU-WA,2018-19,2018,Other,GWh,
WA,AU-WA,2018-19,2018,Small-scale solar PV,GWh,1486.69
WA,AU-WA,2018-19,2018,Total,GWh,41910.839
WA,AU-WA,2018-19,2018,Total non-renewable,GWh,38150.129
WA,AU-WA,2018-19,2018,Total renewable,GWh,3760.71
WA,AU-WA,2018-19,2018,Wind,GWh,1851.152
WA,AU-WA,2019-20,2019,"Bagasse, wood",GWh,
WA,AU-WA,2019-20,2019,Biogas,GWh,112.444
WA,AU-WA,2019-20,2019,Black coal,GWh,9725.243
WA,AU-WA,2019-20,2019,Brown coal,GWh,
WA,AU-WA,2019-20,2019,Geothermal,GWh,
WA,AU-WA,2019-20,2019,Hydro,GWh,205.525
WA,AU-WA,2019-20,2019,Large-scale solar PV,GWh,174.72
WA,AU-WA,2019-20,2019,Natural gas,GWh,26918.551
WA,AU-WA,2019-20,2019,Oil products,GWh,2301.722
WA,AU-WA,2019-20,2019,Other,GWh,
WA,AU-WA,2019-20,2019,Small-scale solar PV,GWh,1835.292
WA,AU-WA,2019-20,2019,Total,GWh,43396.038
WA,AU-WA,2019-20,2019,Total non-renewable,GWh,38945.516
WA,AU-WA,2019-20,2019,Total renewable,GWh,4450.522
WA,AU-WA,2019-20,2019,Wind,GWh,2122.54
WA,AU-WA,2020-21,2020,"Bagasse, wood",GWh,
WA,AU-WA,2020-21,2020,Biogas,GWh,110.794
WA,AU-WA,2020-21,2020,Black coal,GWh,9212.413
WA,AU-WA,2020-21,2020,Brown coal,GWh,
WA,AU-WA,2020-21,2020,Geothermal,GWh,
WA,AU-WA,2020-21,2020,Hydro,GWh,127.962
WA,AU-WA,2020-21,2020,Large-scale solar PV,GWh,486.59
WA,AU-WA,2020-21,2020,Natural gas,GWh,25680.333
WA,AU-WA,2020-21,2020,Oil products,GWh,2458.258
WA,AU-WA,2020-21,2020,Other,GWh,
WA,AU-WA,2020-21,2020,Small-scale solar PV,GWh,2298.474
WA,AU-WA,2020-21,2020,Total,GWh,43515.282
WA,AU-WA,2020-21,2020,Total non-renewable,GWh,37351.004
WA,AU-WA,2020-21,2020,Total renewable,GWh,6164.277
WA,AU-WA,2020-21,2020,Wind,GWh,3140.458
WA,AU-WA,2021-22,2021,"Bagasse, wood",GWh,
WA,AU-WA,2021-22,2021,Biogas,GWh,119.25
WA,AU-WA,2021-22,2021,Black coal,GWh,9656.465
WA,AU-WA,2021-22,2021,Brown coal,GWh,
WA,AU-WA,2021-22,2021,Geothermal,GWh,
WA,AU-WA,2021-22,2021,Hydro,GWh,76.475
WA,AU-WA,2021-22,2021,Large-scale solar PV,GWh,745.489
WA,AU-WA,2021-22,2021,Natural gas,GWh,25314.166
WA,AU-WA,2021-22,2021,Oil products,GWh,2197.608
WA,AU-WA,2021-22,2021,Other,GWh,
WA,AU-WA,2021-22,2021,Small-scale solar PV,GWh,2763.104
WA,AU-WA,2021-22,2021,Total,GWh,44549.284
WA,AU-WA,2021-22,2021,Total non-renewable,GWh,37168.239
WA,AU-WA,2021-22,2021,Total renewable,GWh,7381.045
WA,AU-WA,2021-22,2021,Wind,GWh,3676.727
WA,AU-WA,2022-23,2022,"Bagasse, wood",GWh,
WA,AU-WA,2022-23,2022,Biogas,GWh,119.96
WA,AU-WA,2022-23,2022,Black coal,GWh,7340.324
WA,AU-WA,2022-23,2022,Brown coal,GWh,
WA,AU-WA,2022-23,2022,Geothermal,GWh,
WA,AU-WA,2022-23,2022,Hydro,GWh,71.316
WA,AU-WA,2022-23,2022,Large-scale solar PV,GWh,909.328
WA,AU-WA,2022-23,2022,Natural gas,GWh,27302.995
WA,AU-WA,2022-23,2022,Oil products,GWh,2197.932
WA,AU-WA,2022-23,2022,Other,GWh,
WA,AU-WA,2022-23,2022,Small-scale solar PV,GWh,3181.283
WA,AU-WA,2022-23,2022,Total,GWh,44501.787
WA,AU-WA,2022-23,2022,Total non-renewable,GWh,36841.251
WA,AU-WA,2022-23,2022,Total renewable,GWh,7660.536
WA,AU-WA,2022-23,2022,Wind,GWh,3378.649
WA,AU-WA,2023-24,2023,"Bagasse, wood",GWh,
WA,AU-WA,2023-24,2023,Biogas,GWh,93.009
WA,AU-WA,2023-24,2023,Black coal,GWh,7927.653
WA,AU-WA,2023-24,2023,Brown coal,GWh,
WA,AU-WA,2023-24,2023,Geothermal,GWh,
WA,AU-WA,2023-24,2023,Hydro,GWh,72.328
WA,AU-WA,2023-24,2023,Large-scale solar PV,GWh,901.458
WA,AU-WA,2023-24,2023,Natural gas,GWh,27447.919
WA,AU-WA,2023-24,2023,Oil products,GWh,2074.129
WA,AU-WA,2023-24,2023,Other,GWh,
WA,AU-WA,2023-24,2023,Small-scale solar PV,GWh,3562.545
WA,AU-WA,2023-24,2023,Total,GWh,45658.994
WA,AU-WA,2023-24,2023,Total non-renewable,GWh,37449.701
WA,AU-WA,2023-24,2023,Total renewable,GWh,8209.293
WA,AU-WA,2023-24,2023,Wind,GWh,3579.953
